15-CPD-00047,08-06-2015,8011,15_09G38/11G,10.3,11
15-CPD-00047,08-06-2015,8011,15_09G39/11G,10.3,10
15-CPD-00047,08-06-2015,8011,15_09G40/11G,10.3,11
15-CPD-00047,08-06-2015,8011,15_09G41/11G,10.3,10
15-CPD-00047,08-06-2015,7011,15_10G05/11G,10.3,10
15-CPD-00047,08-06-2015,7011,15_10G06/11G,10.3,9.8
15-CPD-00047,08-06-2015,8011,15_09G42/11G,10.3,9.6
15-CPD-00047,08-06-2015,8011,15_09G43/11G,10.3,9.4
