"14-CPD-00001","2014-05-21","710","13EB0105/14E","17.740",
"14-CPD-00001","2014-05-21","7080 A R","10G02/10G","16.450",
"14-CPD-00001","2014-05-21","7080 A R","10G03/10G","16.480",
