"16-0003M","2016-08-13","16EP0010M","R. K. Polymer","EPDM","Vistalon 3666","25/11","2016-08-12","172.500","207.62","35315.00","6400.00","2085.00","0.00","0.00","0.00","500.00","44300.00","45674","2017-08-13",
"16-0004M","2016-08-13","16EP0009M","Crystal Marketting","FKM","DAIEL-G771","26/11","2016-08-12","20.000","1825.50","35188.00","6000.00","0.00","822.00","0.00","0.00","500.00","42510.00","Ready","2017-08-13",
