"16-0054W","2016-09-03","16FP0046M","Crystal Marketting","Polyacrylic","AR840","87654","2016-09-03","40","200","8000.00","1200.00","500.00","0.00","0.00","0.00","250.00","9950.00","None","2017-08-06",
"16-0053W","2016-09-03","16FP0045M","South India Rubber and Chemicals","Carbon","HAF - N 330","300/11","2016-09-03","100.000","75.00","7500.00","0.00","0.00","350.00","0.00","0.00","250.00","8100.00","N.A","2017-08-06",
